card_id,set_code,number,name,stage,evolves_from,hp,type,weakness_type,weakness_value,resistance_type,resistance_value,retreat_cost,rarity,dex_number,power_type,power_name,power_text,attack1_name,attack1_cost,attack1_damage,attack1_text,attack2_name,attack2_cost,attack2_damage,attack2_text,attack3_name,attack3_cost,attack3_damage,attack3_text,artist,flavor_text
neo4-13,neo4,13,Light Azumarill,Stage 1,Marill,80,W,L,x2,,,1,Rare Holo,184,,,,Bubble,W,10,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",Bubble Jump,WCC,30,"If you have any Benched Pokémon, flip a coin. If heads, take 2 Energy cards attached to Light Azumarill and attach them to 1 of your Benched Pokémon. Then return Light Azumarill and all cards attached to it to your hand.",,,,,Yuka Morii,It curls up its long ears when swimming to prevent water from entering them.
neo4-14,neo4,14,Light Dragonite,Stage 2,Light Dragonair,100,C,,,F,-30,2,Rare Holo,149,Pokémon Power,Miraculous Wind,"As long as Light Dragonite is your Active Pokémon, each Special Energy card provides Colorless Energy instead of its usual type and its other effects stop working. This power stops working while Light Dragonite is Asleep, Confused, or Paralyzed.",Light Wave,CCC,40,"Prevent all effects of attacks, other than damage, done to Light Dragonite during your opponent's next turn.",,,,,,,,,Atsuko Nishida,"It is said to fly constantly over the sea, looking for people in need of aid."
neo4-15,neo4,15,Light Togetic,Stage 1,Togepi,60,C,,,F,-30,0,Rare Holo,176,Pokémon Power,Gift,"When you play Light Togetic from your hand, your opponent may search his or her deck for a Pokémon Tool card, show that card to you, and put it into his or her hand. Either way, you may do the same, and then each player who searched shuffles his or her deck.",Sweet Kiss,CC,30,Your opponent may draw a card.,,,,,,,,,Naoyo Kimura,It becomes depressed if it is not near kind-hearted people. Is is able to float in the air without moving its wings.
neo4-17,neo4,17,Dark Ariados,Stage 1,Spinarak,60,G,R,x2,,,2,Rare,168,,,,Entangle,G,,"If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon, then flip a coin. If heads, the new Defending Pokémon is now Paralyzed.",Poison Bind,GGG,30,"The Defending Pokémon is now Poisoned. Flip a coin. If heads, the Defending Pokémon can't retreat until the end of your opponent's next turn and if the effect of an attack, Pokémon Power, or Trainer card would change that player's Active Pokémon, that part of the effect does nothing.",,,,,Toshinao Aoki,"Wherever it goes, it spins a thread that always leads back to its web."
neo4-18,neo4,18,Dark Magcargo,Stage 1,Slugma,60,R,W,x2,,,3,Rare,219,Pokémon Power,Hot Plate,"As long as Dark Magcargo is your Active Pokémon, whenever a player puts a Baby Pokémon or Basic Pokémon onto his or her Bench from his or her hand, this power does 10 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working if Dark Magcargo is Asleep, Confused, or Paralyzed.",Ball of Flame,RR,20,"You may discard a Fire Energy card attached to Dark Magcargo when you use this attack. If you do and if your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,,,,,Toshinao Aoki,"The shell on its back comes off easily, exposing the flames running through its body."
neo4-19,neo4,19,Dark Omastar,Stage 2,Dark Omanyte,70,W,G,x2,,,2,Rare,139,,,,Prehistoric Water,W,,"If your opponent has any evolved Pokémon in play, choose 1 of them and flip a coin. If heads, your opponent takes the highest Stage Evolution card on that Pokémon and shuffles it into his or her deck.",Dark Tentacle,WC,30,"During your opponent's next turn, the Defending Pokémon can't evolve except from effects of attacks or Pokémon Powers. (Benching that Pokémon ends this effect.)",,,,,Tomokazu Komiya,"Nothing can escape once wrapped in its tentacles, which it uses for self-defense as well as to catch food."
neo4-20,neo4,20,Dark Slowking,Stage 1,Slowpoke,60,P,P,x2,,,2,Rare,199,Pokémon Power,Cunning,"Once during your turn (before your attack), you may flip a coin. If heads, look at the top card of your opponent's deck. Then, you may have your opponent shuffle his or her deck. This power can't be used if Dark Slowking is Asleep, Confused, or Paralyzed.",Mind Shock,PP,30,Don't apply Weakness or Resistance for this attack.,,,,,,,,,Tomokazu Komiya,"Each time it yawns, the Shellder on its head releases an enzyme that makes it grow even smarter."
neo4-21,neo4,21,Dark Ursaring,Stage 1,Teddiursa,60,C,F,x2,P,-30,2,Rare,217,,,,Provoke,C,,"Look at your opponent's hand. If he or she has any Baby Pokémon and/or Basic Pokémon there, you may put any number of them onto your opponent's Bench (as long as there's room). Then, your opponent looks at your hand. If you have any Baby Pokémon and/or Basic Pokémon there, your opponent may put any number of them onto your Bench (as long as there's room).",Battle Frenzy,CC,,"For each Pokémon in play (yours and your opponent's), flip a coin. For each heads, this attack does 20 damage to that Pokémon. Don't apply Weakness and Resistance for this attack.",,,,,Mitsuhiro Arita,"Its keen nose can pick out any scent, even that of food buried deep underground."
neo4-22,neo4,22,Light Dragonair,Stage 1,Dratini,80,C,,,P,-30,2,Rare,148,,,,Healing Light,CC,,Remove 1 damage counter from each of your Pokémon that has any damage counters on it.,Protective Wave,CCC,20,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Light Dragonair.",,,,,Atsuko Nishida,The aura it projects from its body has an effect on the surrounding climate and weather.
neo4-23,neo4,23,Light Lanturn,Stage 1,Chinchou,80,L,F,x2,,,2,Rare,171,,,,Searchlight,L,,"Flip a coin. If heads, each player may choose a card from his or her discard pile and put it into his or her hand.",Spark,LL,30,"If your opponent has any Benched Pokémon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)",,,,,Miki Tanaka,"This Pokémon has evolved its dorsal fin to emit light, which attracts the fish it feeds on."
neo4-24,neo4,24,Light Ledian,Stage 1,Ledyba,70,G,R,x2,F,-30,0,Rare,166,,,,Flash Touch,G,,"If you have any Benched Pokémon, switch 1 of them with Light Ledian. As long as that Pokémon is your Active Pokémon, it can't become Asleep, Confused, Paralyzed, or Poisoned. (All other effects of attacks, Pokémon Powers, and Trainer cards still happen.)",Comet Punch,GCC,20×,Flip 4 coins. This attack does 20 damage times the number of heads.,,,,,Tomokazu Komiya,The number of spots on its back increase or decrease depending on the number of stars visible in the night sky.
neo4-25,neo4,25,Light Machamp,Stage 2,Light Machoke,100,F,P,x2,,,2,Rare,68,Pokémon Power,Tag Team,"When you play Light Machamp from your hand, if it is on your Bench, remove 3 damage counters from your Active Pokémon. If it has fewer damage counters than that, remove all of them. Then, switch Light Machamp with your Active Pokémon.",Beatdown,FFF,50,"If the Defending Pokémon has Dark in its name or is a Darkness Pokémon, flip a coin. If heads, this attack does 100 damage instead of 50.",,,,,,,,,Miki Tanaka,It uses its four arms in combat to unleash a ceaseless flurry of punches.
neo4-26,neo4,26,Light Piloswine,Stage 1,Swinub,90,W,G,x2,L,-30,3,Rare,221,Pokémon Power,Fluffy Wool,"During your opponent's turn, if Light Piloswine is your Active Pokémon and is damaged by your opponent's attack (even if it's Knocked Out), flip a coin. If heads, the attacking Pokémon is now Asleep. This power stops working if Light Piloswine is already Asleep, Confused, or Paralyzed when your opponent attacks.",Knock Over,CCC,30,"If there is a Stadium card in play, you may discard it.",,,,,,,,,Yukiko Baba,"Its legs are short, but its hooves are wide and flat, allowing it to easily walk over snow."
neo4-27,neo4,27,Unown [G],Basic,,40,P,P,x2,,,1,Rare,201,Pokémon Power,[Give],"Once during your turn (before your attack), if you have Unown [G], Unown [I], Unown [V], and Unown [E] on your Bench, you may flip a coin. If heads, search your deck for a basic Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-28,neo4,28,Unown [H],Basic,,40,P,P,x2,,,1,Rare,201,Pokémon Power,[Help],"Once during your turn (before your attack), if you have Unown [H], Unown [E], Unown [L], and Unown [P] on your Bench, you may shuffle your hand into your deck, then draw a new hand of the same number of cards.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-29,neo4,29,Unown [W],Basic,,40,P,P,x2,,,1,Rare,201,Pokémon Power,[Want],"Once during your turn (before your attack), if you have Unown [W], Unown [A], Unown [N], and Unown [T] on your Bench, you may flip a coin. If heads, put a Trainer card from your discard pile into your hand.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-30,neo4,30,Unown [X],Basic,,50,P,P,x2,,,1,Rare,201,Pokémon Power,[XXXXX],"Whenever 1 of your Pokémon with Unown in its name uses its Hidden Power attack, flip a coin until you get tails. That attack does 10 more damage for each heads. If you have more than 1 Unown [X] in play, use only 1 [XXXXX] each turn.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-31,neo4,31,Chansey,Basic,,90,C,F,x2,P,-30,2,Uncommon,113,,,,Doubleslap,CC,20×,Flip 2 coins. This attack does 20 damage times the number of heads.,Egg Toss,CCC,80,"Flip 2 coins. If either of them is tails, this attack does nothing.",,,,,Yuka Morii,"It holds its egg carefully when moving so as not to break it. Still, it is fast enough to disappear in the blink of an eye."
neo4-32,neo4,32,Dark Croconaw,Stage 1,Totodile,60,W,G,x2,,,2,Uncommon,159,,,,Clamping Jaw,WW,20,"The Defending Pokémon can't retreat during your opponent's next turn. If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. (Benching either Pokémon ends this effect.)",,,,,,,,,Shin-ichi Yoshida,"It has 49 teeth in its mouth that are constantly replacing themselves. Pull one out, and a new one grows in."
neo4-33,neo4,33,Dark Exeggutor,Stage 1,Exeggcute,60,P,P,x2,,,2,Uncommon,103,,,,Triple Headbutt,C,10×,Flip 3 coins. This attack does 10 damage times the number of heads.,MAX Burst,PC,20×,Flip a number of coins equal to the number of Energy cards attached to your opponent's Pokémon. This attack does 20 damage times the number of heads.,,,,,Toshinao Aoki,"If one of its heads falls off, it turns into an Exeggcute, which begins to look for other Exeggcutes using a special form of telepathy."
neo4-34,neo4,34,Dark Flaaffy,Stage 1,Mareep,60,L,F,x2,,,1,Uncommon,180,,,,High Voltage,L,10,"Flip a coin. If heads, your opponent can't play Trainer cards during his or her next turn.",Stun Wave,LC,30,"If the Defending Pokémon has a Pokémon Power, that power stops working until the end of your next turn.",,,,,Kagemaru Himeno,"As a result of storing massive amounts of electricity there, it can no longer grow wool on certain areas of its body."
neo4-35,neo4,35,Dark Forretress,Stage 1,Pineco,60,G,R,x2,,,2,Uncommon,205,,,,Armor Up,C,,"Until the end of your next turn, if Dark Forretress would be Knocked Out by damage from an attack, flip a coin. If heads, Dark Forretress is not Knocked Out and its remaining HP become 10 instead.",Explosion,GG,60,Dark Forretress does 60 damage to itself.,,,,,Mitsuhiro Arita,"It stays motionless in trees, driving away with flying armored shards from its hard shell any who come close."
neo4-36,neo4,36,Dark Haunter,Stage 1,Gastly,50,P,,,F,-30,0,Uncommon,93,,,,Call Back,P,,Put a Baby Pokémon or Basic Pokémon card from your opponent's discard pile onto his or her Bench. Put 1 damage counter on that Pokémon. (You can't use this attack if your Bench is full.),Surround,PP,20,"Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon can't retreat during your opponent's next turn.",,,,,Aya Kusube,It silently hunts its prey in dark rooms.
neo4-37,neo4,37,Dark Omanyte,Stage 1,Mysterious Fossil,40,W,G,x2,,,1,Uncommon,138,,,,Water Cannon,W,,Choose 1 of your opponent's Pokémon. This attack does 10 damage for each Water Energy card attached to Dark Omanyte. Don't apply Weakness and Resistance. You can't do more than 30 damage in this way.,,,,,,,,,Tomokazu Komiya,"This ancient Pokémon possessed 10 tentacles, which it used to swim through the ocean."
neo4-38,neo4,38,Dark Pupitar,Stage 1,Larvitar,60,F,G,x2,L,-30,1,Uncommon,247,,,,Rock Tackle,FF,40,Dark Pupitar does 10 damage to itself. Dark Pupitar can't use this attack during your next turn.,Explosive Evolution,CCC,,"Flip a coin. If heads, this attack does 10 damage to each of your opponent's Pokémon. Don't apply Weakness and Resistance. Then, search your deck for an Evolution card named Dark Tyranitar and put it on Dark Pupitar. (This counts as evolving Dark Pupitar.) Shuffle your deck afterward.",,,,,Mitsuhiro Arita,"It is encased within a hard shell, yet retains a great deal of mobility—a dangerous combination."
neo4-39,neo4,39,Dark Quilava,Stage 1,Cyndaquil,60,R,W,x2,,,1,Uncommon,156,,,,Incinerate,R,,"Show the top card of your opponent's deck to all players. If it's a Trainer card, discard it.",Rushing Magma,RR,20×,"Discard the top 5 cards of your deck. (If there are fewer than 5 cards in your deck, discard all of them.) This attack does 20 damage for each Fire Energy card you discarded in this way.",,,,,Mitsuhiro Arita,"If it turns its back to an opponent, it is a sign that it is getting ready to attack."
neo4-40,neo4,40,Dark Wigglytuff,Stage 1,Jigglypuff,60,C,F,x2,P,-30,2,Uncommon,40,,,,Dark Song,CC,,"Flip a coin. If heads, the Defending Pokémon is now Asleep. If tails, the Defending Pokémon is now Confused.",Slap Awake,CCC,20+,"If the Defending Pokémon is Asleep or Confused, this attack does 20 damage plus 20 more damage. Then, the Defending Pokémon is no longer Asleep or Confused.",,,,,Miki Tanaka,"This Pokémon has soft, fine hair. When angered, it increases in size and has been known to charge those it considers a threat."
neo4-41,neo4,41,Heracross,Basic,,60,G,R,x2,,,2,Uncommon,214,,,,Tackle,GC,20,,Charging Horn,GGG,30+,"Flip a coin. If heads, this attack does 30 damage plus 30 more damage. If tails, this attack does 30 damage.",,,,,"K. Hoshiba, CR CG gangs","It is normally peaceful, but will attack any who get between it and honey, its favorite food."
neo4-42,neo4,42,Hitmonlee,Basic,,60,F,P,x2,,,1,Uncommon,106,,,,One-Two Kick,FF,20×,Flip 2 coins. This attack does 20 damage times the number of heads.,Heel Drop,FFF,60,"Flip a coin. If tails, this attack does nothing.",,,,,Yukiko Baba,It has a perfect sense of balance and can lash out with powerful kicks from any position.
neo4-43,neo4,43,Houndour,Basic,,40,D,,,P,-30,1,Uncommon,228,,,,Corner,D,,The Defending Pokémon can't retreat during your opponent's next turn.,Lunge,CC,30,"Flip a coin. If tails, this attack does nothing.",,,,,Yukiko Baba,"When night falls, the air fills with the eerie cries of this Pokémon as it stakes out its territory."
neo4-44,neo4,44,Jigglypuff,Basic,,50,C,F,x2,P,-30,1,Uncommon,39,,,,Expand,CC,10,All damage done to Jigglypuff during your opponent's next turn is reduced by 10 (after applying Weakness and Resistance).,,,,,,,,,Yuka Morii,If puffs its body up like a balloon and sings a lullaby that makes all who hear it fall into a deep sleep.
neo4-45,neo4,45,Light Dewgong,Stage 1,Seel,80,W,L,x2,,,2,Uncommon,87,,,,Freezing Breath,WW,10,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.",Ice Pillar,WWW,40,"Until the end of your opponent's next turn, as long as Light Dewgong is your Active Pokémon, prevent all damage done by attacks to your Benched Pokémon. (Any other effects of attacks still happen.)",,,,,Masako Yamashita,"It has an aerodynamic shape that allows it to swim at great speeds. The colder the water gets, the more active it becomes."
neo4-46,neo4,46,Light Flareon,Stage 1,Eevee,80,R,W,x2,,,1,Uncommon,136,,,,Warm Up,R,,"If you have any benched Pokémon, search your deck for a Fire Energy card and attach it to 1 of them. Then shuffle your deck.",Burning Flame,RRC,30+,"Flip 2 coins. For each heads, discard a Fire Energy card attached to Light Flareon or this attack does nothing. This attack does 30 damage plus 20 damage for each heads.",,,,,Atsuko Nishida,"It creates its flames by swallowing air into a special pouch within its body, then heating it to over 3000 degrees."
neo4-47,neo4,47,Light Golduck,Stage 1,Psyduck,80,W,L,x2,,,1,Uncommon,55,,,,Flipper Stroke,W,,"Your opponent looks at the top 3 cards of his or her deck. If any of them are basic Energy cards, he or she may show any number of them to you and put them into his or her hand. You do the same. Either way, each player shuffles his or her deck.",Core Blast,PCC,30+,This attack does 30 damage plus 20 more damage for each Special Energy card attached to the Defending Pokémon.,,,,,Atsuko Nishida,"The faster it swims, the brighter the glow on its forehead becomes."
neo4-48,neo4,48,Light Jolteon,Stage 1,Eevee,70,L,F,x2,,,0,Uncommon,135,,,,Pulse Guard,L,,"During your opponent's next turn, whenever 30 or more damage is done to Light Jolteon (after applying Weakness and Resistance), prevent that damage. (Any other effects of attacks still happen.)",Thunder Needle,LLC,20×,"Flip 3 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokémon is now Paralyzed.",,,,,Naoyo Kimura,It can collect the ambient electrical energy in its cells and expel it in massive bursts.
neo4-49,neo4,49,Light Machoke,Stage 1,Machop,80,F,P,x2,,,2,Uncommon,67,,,,Return Home,F,,"If you have any Benched Pokémon, shuffle 1 of them and all cards attached to it into your deck.",Gentle Kick,FF,40,"If the Defending Pokémon has no damage counters on it, this attack does 40 damage. If it has any, this attack does 20 damage.",,,,,Miki Tanaka,"This Pokémon never gets tired, no matter what it does or how hard it works."
neo4-50,neo4,50,Light Ninetales,Stage 1,Vulpix,90,R,W,x2,,,1,Uncommon,38,,,,Guiding Flame,R,,Put a Baby Pokémon or a Basic Pokémon card from your discard pile onto your Bench. (You can't use this attack if your Bench is full.),Fire Blast,RRR,50,Discard a Fire Energy card attached to Light Ninetales in order to use this attack.,,,,,Masako Yamashita,It is said that each of its nine tails contains a different magical power.
neo4-51,neo4,51,Light Slowbro,Stage 1,Slowpoke,80,P,P,x2,,,2,Uncommon,80,,,,Fish Out,P,,"Your opponent may choose up to 3 Baby Pokémon, Basic Pokémon, and/or Evolution cards from his or her discard pile and shuffle them into his or her deck. Either way, you may do the same.",Splash About,WC,20+,"If there are more Energy attached to the Defending Pokémon than to Light Slowbro, this attack does 20 damage plus 20 more damage. If not, this attack does 20 damage.",,,,,Tomokazu Komiya,"If the Shellder attached to its tail becomes separated, this Pokémon reverts to a normal Slowpoke."
neo4-52,neo4,52,Light Vaporeon,Stage 1,Eevee,80,W,L,x2,,,1,Uncommon,134,,,,Wash Away,W,,"If you have any Benched Pokémon, flip a coin. If heads, remove all damage counters from 1 of your Benched Pokémon and discard all Energy cards attached to it.",Hypnoshower,WWC,30,The Defending Pokémon is now Asleep. Remove 1 damage counter from each Benched Pokémon (yours and your opponent's) with any damage counters on it.,,,,,Kagemaru Himeno,"If its fins being to vibrate, it is a sign that it will begin raining soon."
neo4-53,neo4,53,Light Venomoth,Stage 1,Venonat,80,G,R,x2,F,-30,0,Uncommon,49,,,,Mysterious Wing,G,,"Your opponent may choose a Baby Pokémon, Basic Pokémon, or Evolution card from his or her discard pile and put it into his or her hand. Either way, you may do the same.",Synchronize,PC,40,"If Light Venomoth and the Defending Pokémon have a different number of Energy cards attached to them, this attack does nothing.",,,,,Masako Yamashita,"It defends itself by flapping its wings at high speed, spreading poisonous powder throughout the air."
neo4-54,neo4,54,Light Wigglytuff,Stage 1,Jigglypuff,80,C,F,x2,P,-30,1,Uncommon,40,,,,Evolution Song,C,,"Your opponent may choose 1 of his or her Pokémon and search his or her deck for a card that evolves from that Pokémon. Your opponent attaches that card to that Pokémon. This counts as evolving that Pokémon. Either way, you may do the same, and then each player who searched shuffles his or her deck.",Body Slam,CCC,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,Naoyo Kimura,"If two of them brush against each other, they will not be able to separate themselves, as they enjoy touching each other's soft fur too much."
neo4-55,neo4,55,Scyther,Basic,,60,G,R,x2,F,-30,1,Uncommon,123,,,,Agility,GC,10,"Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Scyther.",Sharp Sickle,GGG,40,,,,,,Shin-ichi Yoshida,"It moves so fast as to be invisible to the naked eye. Even when standing still, its camouflage prevents it from being seen."
neo4-56,neo4,56,Togepi,Basic,,40,C,,,P,-30,1,Uncommon,175,,,,Charm,C,,"If the Defending Pokémon attacks during your opponent's next turn, any damage it does is reduced by 10 (before applying Weakness and Resistance).",Spike Ball Tackle,CC,20,Togepi does 10 damage to itself.,,,,,Yuka Morii,"Its shell is said to contain happiness itself, which it will share with those who are kind to it."
neo4-57,neo4,57,Unown [C],Basic,,40,P,P,x2,,,1,Uncommon,201,Pokémon Power,[Chase],"As long as Unown [C] is your Active Pokémon, whenever your opponent's Active Pokémon tries to retreat, flip a coin. If heads, put 1 damage counter on that Pokémon. Apply Weakness and Resistance.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-58,neo4,58,Unown [P],Basic,,40,P,P,x2,,,1,Uncommon,201,Pokémon Power,[Perform],"If an attack damaged Unown [P] during your opponent's last turn and Unown [P] was your Active Pokémon, Unown [P]'s Hidden Power attack does that much more damage to the Defending Pokémon. This power can be used even if Unown [P] is Confused.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-59,neo4,59,Unown [Q],Basic,,40,P,P,x2,,,1,Uncommon,201,Pokémon Power,[Quicken],"Once during your turn (before your attack), you may flip a coin. If heads, prevent all effects of attacks, including damage, done to any of your Pokémon with Unown in its name during your opponent's next turn. If you have more than 1 Unown [Q] in play, use only 1 [Quicken] each turn. This power can be used even if Unown [Q] is Asleep, Confused, or Paralyzed.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-60,neo4,60,Unown [Z],Basic,,40,P,P,x2,,,1,Uncommon,201,Pokémon Power,[Zoom],"As long as Unown [Z] is Benched, you pay no Energy cost to retreat a Pokémon with Unown in its name.",Hidden Power,P,10,,,,,,,,,,CR CG gangs,"It is believed that the variety of types of this Pokémon were created by evolutionary adaptation, as each possesses a different ability."
neo4-61,neo4,61,Cyndaquil,Basic,,40,R,W,x2,,,1,Common,155,,,,Smokescreen,R,10,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",,,,,,,,,Yukiko Baba,"It is very meek and constantly crouches in a defensive posture. When threatened, it protects itself with the flame on its back."
neo4-62,neo4,62,Dark Octillery,Stage 1,Remoraid,60,W,L,x2,,,2,Common,224,,,,Ink Blast,W,20+,This attack does 20 damage plus 10 more damage for each Energy attached to Dark Octillery but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.,Tentacle Wrap,WC,20,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, during your opponent's next turn, your opponent pays Colorless more to retreat the Defending Pokémon.",,,,,Shin-ichi Yoshida,It likes to sleep in rock caves and will even steal other Octillery's nests.
neo4-63,neo4,63,Dratini,Basic,,40,C,,,P,-30,1,Common,147,,,,Shed,C,,Remove 1 damage counter from Dratini.,Fury Attack,C,10×,Flip 2 coins. This attack does 10 damage times the number of heads.,,,,,Yuka Morii,"Large from birth, this Pokémon increases in size throughout its life by regularly shedding its skin."
neo4-64,neo4,64,Exeggcute,Basic,,40,P,P,x2,,,1,Common,102,,,,Sleep Powder,G,10,The Defending Pokémon is now Asleep.,Psyshock,P,10,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",,,,,Toshinao Aoki,"Its shell is very durable, allowing it to survive even if the shell becomes cracked."
neo4-65,neo4,65,Gastly,Basic,,40,P,,,F,-30,0,Common,92,,,,Nightmare,P,10,The Defending Pokémon is now Asleep.,,,,,,,,,Aya Kusube,"Its gas-like body allows it to enter almost anywhere, but it is vulnerable to high winds."
neo4-66,neo4,66,Girafarig,Basic,,60,C,,,,,1,Common,203,,,,Tail Bite,CC,10+,"Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.",Psychic,PP,10+,Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.,,,,,Yuka Morii,"Its tail has a brain of its own, which can respond to stimuli such as scents. Many unsuspecting people have been bitten by it."
neo4-67,neo4,67,Gligar,Basic,,50,F,G,x2,F,-30,0,Common,207,,,,Stun Poison,FC,10,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed and Poisoned.",,,,,,,,,Ken Sugimori,"It spends its days hanging from cliffs, swooping down on any prey it spots from its high vantage point."
neo4-68,neo4,68,Growlithe,Basic,,50,R,W,x2,,,1,Common,58,,,,Bite,CC,20,,,,,,,,,,Atsuko Nishida,"It fears nothing, not even opponents larger than itself."
neo4-69,neo4,69,Hitmonchan,Basic,,60,F,P,x2,,,1,Common,107,,,,Dodge,F,,"If Hitmonchan would be damaged by an attack during your opponent's next turn, flip a coin. If heads, prevent that attack's damage done to Hitmonchan. (Any other effects of attacks still happen.)",Supersonic Jab,FFF,40,,,,,,Shin-ichi Yoshida,"Its punches are blindingly fast, but it can only fight for three minutes before tiring and needing to rest."
neo4-70,neo4,70,Larvitar,Basic,,40,F,G,x2,L,-30,1,Common,246,,,,Leer,C,,"Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn. (Benching or evolving either Pokémon ends this effect.)",Rock Throw,FC,20,,,,,,Ken Sugimori,It is born deep within the ground and has to burrow its way out.
neo4-71,neo4,71,Ledyba,Basic,,40,G,R,x2,F,-30,0,Common,165,,,,Swift,GC,20,"This attack's damage isn't affected by Weakness, Resistance, Pokémon Powers, or any other effects on the Defending Pokémon.",,,,,,,,,Tomokazu Komiya,"Sensitive to cold, Ledyba gather in groups to share warmth when the temperature drops."
neo4-72,neo4,72,Light Sunflora,Stage 1,Sunkern,80,G,R,x2,,,1,Common,192,,,,Reflected Sunlight,CC,,Attach up to 2 Grass Energy cards from your hand to 1 of your Grass Pokémon.,Solarbeam,GGG,40,,,,,,Toshinao Aoki,"Although it is extremely active during the day, it stops moving entirely as soon as the sun sets."
neo4-73,neo4,73,Machop,Basic,,40,F,P,x2,,,1,Common,66,,,,Chop,C,10,,Punch,CC,20,,,,,,Toshinao Aoki,"When bored, this super-strong Pokémon trains by lifting rocks."
neo4-74,neo4,74,Mantine,Basic,,60,W,L,x2,F,-30,2,Common,226,,,,Giant Wave,WW,40,Mantine can't attack during your next turn.,,,,,,,,,Yukiko Baba,This Pokémon is perfectly adapted to its ocean home. It can gather up enough speed to burst above the water like a whale.
neo4-75,neo4,75,Mareep,Basic,,50,L,F,x2,,,1,Common,179,,,,Headbutt,C,10,,,,,,,,,,Kagemaru Himeno,"Its soft wool coat captures air, allowing it to remain cool during the summer and warm in the winter."
neo4-76,neo4,76,Phanpy,Basic,,40,F,G,x2,L,-30,1,Common,231,,,,Crushing Step,F,10+,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage; if tails, this attack does 10 damage.",,,,,,,,,Miki Tanaka,It hits people with its nose as a sign of affection but doesn't know its own strength and so sometimes knocks people off their feet.
neo4-77,neo4,77,Pineco,Basic,,40,G,R,x2,,,2,Common,204,,,,Tackle,CC,20,,,,,,,,,,Ken Sugimori,"It waits suspended from tree branches for insects to fly into its mouth, often not moving for hours at a time."
neo4-78,neo4,78,Porygon,Basic,,50,C,F,x2,P,-30,1,Common,137,,,,Sharpen,CC,20,,,,,,,,,,"Hiromichi Sugiyama, CR CG gangs",This Pokémon was created by human computer engineering. Its program is only capable of simple action and reaction.
neo4-79,neo4,79,Psyduck,Basic,,50,W,L,x2,,,1,Common,54,,,,Flipper Splash,W,10,,Migraine,PC,20,"Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, Psyduck is now Confused.",,,,,Yuka Morii,"Although possessed of great mental powers, it doesn't know how to use them."
neo4-80,neo4,80,Remoraid,Basic,,40,W,L,x2,,,0,Common,223,,,,Fury Strikes,W,10×,Flip 3 coins. This attack does 10 damage times the number of heads.,,,,,,,,,"Jungo Suzuki, CR CG gangs","It can shoot a burst of water from its mouth to propel itself backward at high speeds, allowing it to flee from surprised enemies."
